My ID,id,title,readyInMinutes,nutrition>caloricBreakdown>percentProtein,nutrition>caloricBreakdown>percentFat,nutrition>caloricBreakdown>percentCarbs,True,servings,image,sourceUrl,summary,aggregateLikes,spoonacularScore,winePairing>pairedWines,winePairing>pairingText
178499,178499,Impossibly Easy Pumpkin Pie,260,11.63,33.39,54.98,,6,https://spoonacular.com/recipeImages/178499-556x370.jpg,https://www.bettycrocker.com/recipes/impossibly-easy-pumpkin-pie/c0eab3d9-06a3-4829-9125-7581f1d96315,"Impossibly Easy Pumpkin Pie is a <b>gluten free and vegetarian</b> recipe with 6 servings. One serving contains <b>177 calories</b>, <b>5g of protein</b>, and <b>7g of fat</b>. For <b>61 cents per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. This recipe is liked by 925 foodies and cooks. It is brought to you by Betty Crocker. It is perfect for <b>Thanksgiving</b>. Head to the store and pick up evaporated milk, pumpkin, sugar, and a few other things to make it today. From preparation to the plate, this recipe takes approximately <b>4 hours and 20 minutes</b>. With a spoonacular <b>score of 50%</b>, this dish is solid. Similar recipes are <a href=""https://spoonacular.com/recipes/impossibly-easy-pumpkin-pie-172386"">Impossibly Easy Pumpkin Pie</a>, <a href=""https://spoonacular.com/recipes/impossibly-easy-pumpkin-pecan-pie-171086"">Impossibly Easy Pumpkin-Pecan Pie</a>, and <a href=""https://spoonacular.com/recipes/impossibly-easy-pumpkin-cheesecake-163413"">Impossibly Easy Pumpkin Cheesecake</a>.",925,46.0,,
94049,94049,Kentucky Fried Chicken Original Coleslaw,260,2.89,63.85,33.26,,6,https://spoonacular.com/recipeImages/94049-556x370.jpg,http://www.food.com/recipe/kentucky-fried-chicken-original-coleslaw-401124,"Kentucky Fried Chicken Original Coleslaw might be just the <b>Southern</b> recipe you are searching for. For <b>31 cents per serving</b>, you get a side dish that serves 6. Watching your figure? This gluten free and vegetarian recipe has <b>207 calories</b>, <b>2g of protein</b>, and <b>15g of fat</b> per serving. 29 people have made this recipe and would make it again. It is perfect for <b>The Fourth Of July</b>. A mixture of pineapple juice, cider vinegar, onion, and a handful of other ingredients are all it takes to make this recipe so delicious. From preparation to the plate, this recipe takes approximately <b>4 hours and 20 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 34%</b>. This score is not so super. Try <a href=""https://spoonacular.com/recipes/kfc-original-fried-chicken-685308"">KFC Original Fried Chicken</a>, <a href=""https://spoonacular.com/recipes/kentucky-fried-chicken-137075"">Kentucky Fried Chicken</a>, and <a href=""https://spoonacular.com/recipes/kentucky-fried-chicken-136641"">Kentucky Fried Chicken</a> for similar recipes.",29,31.0,"['riesling', 'sparkling wine', 'zinfandel']","Southern works really well with Riesling, Sparkling Wine, and Zinfandel. In general, there are a few rules that will help you pair wine with southern food. Food-friendly riesling or sparkling white wine will work with many fried foods, while zinfandel is great with barbecued fare. The Montinore Almost Dry Riesling with a 4.2 out of 5 star rating seems like a good match. It costs about 16 dollars per bottle."
184884,184884,Tangy Steak Salad,17,52.95,36.17,10.88,,4,https://spoonacular.com/recipeImages/184884-556x370.jpg,https://www.bettycrocker.com/recipes/tangy-steak-salad/cf9b9f7e-ec31-4ec5-9745-6ba4615bfd3d,"Tangy Steak Salad might be just the main course you are searching for. One portion of this dish contains roughly <b>27g of protein</b>, <b>8g of fat</b>, and a total of <b>209 calories</b>. This recipe serves 4 and costs $2.52 per serving. It is perfect for <b>valentin day</b>. 24 people were impressed by this recipe. Head to the store and pick up bell pepper, parsley, vegetable oil, and a few other things to make it today. It is brought to you by Betty Crocker. Taking all factors into account, this recipe <b>earns a spoonacular score of 97%</b>, which is great. Try <a href=""https://spoonacular.com/recipes/tangy-steak-salad-178135"">Tangy Steak Salad</a>, <a href=""https://spoonacular.com/recipes/steak-with-tangy-sauce-and-watercress-salad-898402"">Steak with Tangy Sauce and Watercress Salad</a>, and <a href=""https://spoonacular.com/recipes/tangy-ham-steak-407656"">Tangy Ham Steak</a> for similar recipes.",24,95.0,"['merlot', 'cabernet sauvignon', 'pinot noir']","Steak works really well with Merlot, Cabernet Sauvignon, and Pinot Noir. After all, beef and red wine are a classic combination. Generally, leaner steaks go well with light or medium-bodied reds, such as pinot noir or merlot, while fattier steaks can handle a bold red, such as cabernet sauvingnon. One wine you could try is Castoro Cellars Merlot Wine. It has 4.4 out of 5 stars and a bottle costs about 17 dollars."
64115,64115,Carrot Cupcakes with Orange Icing,1500,4.5,38.17,57.33,,12,https://spoonacular.com/recipeImages/64115-556x370.jpg,http://www.epicurious.com/recipes/food/views/Carrot-Cupcakes-with-Orange-Icing-240966,"The recipe Carrot Cupcakes with Orange Icing is ready <b>in about 25 hours</b> and is definitely a super <b>dairy free and vegetarian</b> option for lovers of American food. For <b>44 cents per serving</b>, this recipe <b>covers 11%</b> of your daily requirements of vitamins and minerals. This recipe serves 12. One serving contains <b>347 calories</b>, <b>4g of protein</b>, and <b>15g of fat</b>. 1 person has made this recipe and would make it again. A mixture of eggs, vegetable oil, vanillan extract, and a handful of other ingredients are all it takes to make this recipe so delicious. All things considered, we decided this recipe <b>deserves a spoonacular score of 35%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/carrot-cake-cupcakes-with-orange-icing-61573"">Carrot Cake Cupcakes With Orange Icing</a>, <a href=""https://spoonacular.com/recipes/carrot-cupcakes-w-orange-cream-cheese-icing-553627"">Carrot Cupcakes w/ Orange Cream Cheese Icing</a>, and <a href=""https://spoonacular.com/recipes/carrot-cake-cupcakes-with-orange-icing-flat-belly-diet-recipe-130977"">Carrot Cake Cupcakes With Orange Icing (Flat Belly Diet Recipe)</a> for similar recipes.",0,31.0,[],
163779,163779,Patricia Wells's Crunchy Asparagus and Snow Pea Salad,45,20.21,68.12,11.67,,4,https://spoonacular.com/recipeImages/163779-556x370.jpg,http://www.chow.com/recipes/29756-patricia-wellsand8217s-crunchy-asparagus-and-snow-pea-salad,"Patricia Wells's Crunchy Asparagus and Snow Pea Salad might be just the side dish you are searching for. One serving contains <b>108 calories</b>, <b>6g of protein</b>, and <b>6g of fat</b>. This gluten free, primal, and whole 30 recipe serves 4 and costs <b>$3.28 per serving</b>. 1 person were impressed by this recipe. Head to the store and pick up water, semifirm cheese, roasted, and a few other things to make it today. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. It is brought to you by Chow. With a spoonacular <b>score of 46%</b>, this dish is pretty good. Similar recipes are <a href=""https://spoonacular.com/recipes/patricia-wellss-crunchy-asparagus-and-snow-pea-salad-100408"">Patricia Wells's Crunchy Asparagus and Snow Pea Salad</a>, <a href=""https://spoonacular.com/recipes/serious-salads-patricia-wellss-warm-potato-salad-with-capers-scallions-mint-205390"">Serious Salads: Patricia Wells's Warm Potato Salad with Capers, Scallions & Mint</a>, and <a href=""https://spoonacular.com/recipes/patricia-wellss-cobb-salad-iceberg-tomato-avocado-bacon-and-blue-cheese-215788"">Patricia Wells's Cobb Salad: Iceberg, Tomato, Avocado, Bacon, and Blue Cheese</a>.",0,68.0,,
147575,147575,Bayrisher Kartoffel Salat (Bavarian Potato Salad),30,12.68,79.48,7.84,,4,https://spoonacular.com/recipeImages/147575-556x370.jpg,http://www.food.com/recipe/bayrisher-kartoffel-salat-bavarian-potato-salad-424889,"Bayrisher Kartoffel Salat (Bavarian Potato Salad) is a <b>gluten free and dairy free</b> side dish. This recipe serves 4. For <b>$1.18 per serving</b>, this recipe <b>covers 21%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains around <b>7g of protein</b>, <b>3g of fat</b>, and a total of <b>176 calories</b>. 1 person has made this recipe and would make it again. It will be a hit at your <b>The Fourth Of July</b> event. If you have onion, potatoes, lemon juice, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes around <b>30 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 67%</b>. This score is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/pea-new-potato-salad-nye-kartofler-og-rte-salat-698020"">Pea & New Potato Salad (Nye kartofler og Ærte Salat)</a>, <a href=""https://spoonacular.com/recipes/bavarian-potato-cucumber-salad-221040"">Bavarian Potato-Cucumber Salad</a>, and <a href=""https://spoonacular.com/recipes/bavarian-german-potato-salad-102986"">Bavarian German Potato Salad</a>.",0,64.0,,
38261,38261,"A picnic, to start — Un pique-nique, pour commencer",45,10.36,50.31,39.33,,2,https://spoonacular.com/recipeImages/38261-556x370.jpg,http://www.latartinegourmande.com/2008/05/26/long-pepperolive-oil-gluten-free-crust-grated-vegetable-tartlets/,"A picnic, to start — Un pique-nique, pour commencer is a <b>gluten free</b> side dish. This recipe serves 2 and costs $3.65 per serving. One portion of this dish contains roughly <b>12g of protein</b>, <b>25g of fat</b>, and a total of <b>432 calories</b>. 3 people were glad they tried this recipe. A mixture of soy milk, leek, parsley, and a handful of other ingredients are all it takes to make this recipe so tasty. From preparation to the plate, this recipe takes around <b>45 minutes</b>. With a spoonacular <b>score of 76%</b>, this dish is solid. Try <a href=""https://spoonacular.com/recipes/roulade-au-chocolat-pour-julia-152003"">Roulade au Chocolat Pour Julia</a>, <a href=""https://spoonacular.com/recipes/start-right-strata-367584"">Start-Right Strata</a>, and <a href=""https://spoonacular.com/recipes/start-your-engine-salad-95187"">Start-Your-Engine Salad</a> for similar recipes.",3,74.0,,
57778,57778,Steak and Ale Humble Pie,45,30.88,26.83,42.29,,6,https://spoonacular.com/recipeImages/57778-556x370.jpg,http://www.food52.com/recipes/6705_steak_and_ale_humble_pie,"For <b>$3.02 per serving</b>, this recipe <b>covers 26%</b> of your daily requirements of vitamins and minerals. Watching your figure? This dairy free recipe has <b>407 calories</b>, <b>30g of protein</b>, and <b>11g of fat</b> per serving. This recipe serves 6. It will be a hit at your <b>valentin day</b> event. This recipe from Food52 has 1 fans. Head to the store and pick up pumpkin ale, sage leaves, applewood bacon, and a few other things to make it today. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 76%</b>. This score is solid. Similar recipes include <a href=""https://spoonacular.com/recipes/humble-pie-206662"">Humble Pie</a>, <a href=""https://spoonacular.com/recipes/humble-pear-crumble-157226"">Humble Pear Crumble</a>, and <a href=""https://spoonacular.com/recipes/humble-home-cooked-beans-350158"">Humble Home-Cooked Beans</a>.",1,74.0,"['merlot', 'cabernet sauvignon', 'pinot noir']","Steak works really well with Merlot, Cabernet Sauvignon, and Pinot Noir. After all, beef and red wine are a classic combination. Generally, leaner steaks go well with light or medium-bodied reds, such as pinot noir or merlot, while fattier steaks can handle a bold red, such as cabernet sauvingnon. You could try Castoro Cellars Merlot Wine. Reviewers quite like it with a 4.4 out of 5 star rating and a price of about 17 dollars per bottle."
2502,2502,Pepper And Salsa Cod,45,38.45,13.24,48.31,,4,https://spoonacular.com/recipeImages/2502-556x370.jpg,http://allrecipes.com/Recipe/Pepper-and-Salsa-Cod/Detail.aspx,"Pepper And Salsa Cod requires about <b>45 minutes</b> from start to finish. Watching your figure? This gluten free, dairy free, and pescatarian recipe has <b>248 calories</b>, <b>22g of protein</b>, and <b>3g of fat</b> per serving. This recipe serves 4 and costs $3.53 per serving. 10 people have tried and liked this recipe. It is a <b>pretty expensive</b> recipe for fans of Mexican food. Head to the store and pick up salsa, orange roughy fillet, salt, and a few other things to make it today. To use up the cooked rice you could follow this main course with the <a href=""https://spoonacular.com/recipes/breakfast-rice-pudding-547155"">Breakfast Rice Pudding</a> as a dessert. A couple people really liked this main course. It is brought to you by Allrecipes. With a spoonacular <b>score of 70%</b>, this dish is solid. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/roasted-cod-with-tomatoes-and-red-onion-927276"">Roasted Cod With Tomatoes and Red Onion</a>, <a href=""https://spoonacular.com/recipes/sheet-pan-chili-lime-cod-920561"">Sheet Pan Chili Lime Cod</a>, and <a href=""https://spoonacular.com/recipes/pepper-and-salsa-cod-86072"">Pepper and Salsa Cod</a>.",10,67.0,"['riesling', 'sparkling rose', 'pinot noir']","Mexican on the menu? Try pairing with Riesling, Sparkling rosé, and Pinot Noir. Acidic white wines like riesling or low-tannin reds like pinot noir can work well with Mexican dishes. Sparkling rosé is a safe pairing too. You could try Bully Hill Vineyards Dry Riesling. Reviewers quite like it with a 5 out of 5 star rating and a price of about 14 dollars per bottle."
13108,13108,Stewed Collard Greens With Chorizo,45,25.89,57.71,16.4,,1,https://spoonacular.com/recipeImages/13108-556x370.jpg,http://www.health-bent.com/soups/stewed-collard-greens-with-chorizo,"Stewed Collard Greens With Chorizo might be just the side dish you are searching for. Watching your figure? This gluten free and dairy free recipe has <b>4226 calories</b>, <b>226g of protein</b>, and <b>348g of fat</b> per serving. This recipe serves 1. For <b>$13.25 per serving</b>, this recipe <b>covers 79%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up chorizo, qtchicken stock, apple cider vinegar, and a few other things to make it today. This recipe is liked by 15 foodies and cooks. It is an <b>expensive</b> recipe for fans of Southern food. From preparation to the plate, this recipe takes around <b>45 minutes</b>. With a spoonacular <b>score of 96%</b>, this dish is awesome. Try <a href=""https://spoonacular.com/recipes/stewed-collard-greens-95650"">Stewed Collard Greens</a>, <a href=""https://spoonacular.com/recipes/stewed-collard-greens-and-white-beans-13178"">Stewed Collard Greens And White Beans</a>, and <a href=""https://spoonacular.com/recipes/collard-greens-stew-with-chorizo-garlic-13114"">Collard Greens Stew With Chorizo & Garlic</a> for similar recipes.",15,86.0,"['riesling', 'sparkling wine', 'zinfandel']","Southern works really well with Riesling, Sparkling Wine, and Zinfandel. In general, there are a few rules that will help you pair wine with southern food. Food-friendly riesling or sparkling white wine will work with many fried foods, while zinfandel is great with barbecued fare. You could try Wagner Vineyards Riesling Ice. Reviewers quite like it with a 4.7 out of 5 star rating and a price of about 31 dollars per bottle."
122273,122273,Dianne's Flavorful Chicken Pasta,17,17.03,40.42,42.55,,4,https://spoonacular.com/recipeImages/122273-556x370.jpg,http://www.food.com/recipe/diannes-flavorful-chicken-pasta-89583,"You can never have too many main course recipes, so give Dianne's Flavorful Chicken Pastan a try. One serving contains <b>839 calories</b>, <b>35g of protein</b>, and <b>37g of fat</b>. For <b>$2.24 per serving</b>, this recipe <b>covers 24%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. A mixture of grape tomatoes, bow tie pasta, whipping cream, and a handful of other ingredients are all it takes to make this recipe so delicious. To use up the pepper you could follow this main course with the <a href=""https://spoonacular.com/recipes/easy-peppermint-dessert-178315"">Easy Peppermint Dessert</a> as a dessert. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes approximately <b>17 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 57%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/flavorful-chicken-pasta-381106"">Flavorful Chicken Pasta</a>, <a href=""https://spoonacular.com/recipes/pasta-with-flavorful-veggies-415875"">Pasta with Flavorful Veggies</a>, and <a href=""https://spoonacular.com/recipes/flavorful-crab-pasta-salad-388116"">Flavorful Crab Pasta Salad</a> for similar recipes.",1,53.0,[],"No one wine will suit every pasta dish. Pasta in a tomato-based sauce will usually work well with a medium-bodied red, such as a montepulciano or chianti. Pasta with seafood or pesto will fare better with a light-bodied white, such as a pinot grigio. Cheese-heavy pasta can pair well with red or white - you might try a sangiovese wine for hard cheeses and a chardonnay for soft cheeses. We may be able to make a better recommendation if you ask again with a specific pasta dish."
59462,59462,Lemon Blueberry Trifle (sugar Free),50,6.7,29.35,63.95,,1,https://spoonacular.com/recipeImages/59462-556x370.jpg,http://www.recipezaar.com/Lemon-Blueberry-Trifle-Sugar-Free-164658,"Lemon Blueberry Trifle (sugar Free) is a <b>gluten free</b> recipe with 1 servings. For <b>$11.56 per serving</b>, this recipe <b>covers 67%</b> of your daily requirements of vitamins and minerals. One serving contains <b>2979 calories</b>, <b>52g of protein</b>, and <b>101g of fat</b>. It is an <b>expensive</b> recipe for fans of Scottish food. Not a lot of people made this recipe, and 1 would say it hit the spot. A mixture of milk, lemon, cream, and a handful of other ingredients are all it takes to make this recipe so flavorful. From preparation to the plate, this recipe takes around <b>50 minutes</b>. It is brought to you by Recipezaar. Taking all factors into account, this recipe <b>earns a spoonacular score of 82%</b>, which is awesome. Similar recipes are <a href=""https://spoonacular.com/recipes/lemon-blueberry-trifle-sugar-free-126890"">Lemon Blueberry Trifle (Sugar Free)</a>, <a href=""https://spoonacular.com/recipes/healthy-gluten-free-lemon-sugar-cookies-made-sugar-free-low-fat-605962"">Healthy Gluten Free Lemon Sugar Cookies (made sugar free & low fat)</a>, and <a href=""https://spoonacular.com/recipes/lemon-blueberry-trifle-126981"">Lemon Blueberry Trifle</a>.",0,79.0,,
175518,175518,Mashed Potato and Sausage Casserole,70,19.99,65.09,14.92,,5,https://spoonacular.com/recipeImages/175518-556x370.jpg,http://www.BettyCrocker.com/recipes/mashed-potato-and-sausage-casserole/6804eb70-0e1d-4c64-9487-0245c0310818,"Mashed Potato and Sausage Casserole is a <b>dairy free</b> recipe with 5 servings. One portion of this dish contains approximately <b>17g of protein</b>, <b>25g of fat</b>, and a total of <b>339 calories</b>. For <b>$1.2 per serving</b>, this recipe <b>covers 13%</b> of your daily requirements of vitamins and minerals. It works best as a main course, and is done in around <b>1 hour and 10 minutes</b>. It is perfect for <b>Thanksgiving</b>. 1 person were glad they tried this recipe. A mixture of onion-seasoned beef broth, bulk pork sausage, gold flour, and a handful of other ingredients are all it takes to make this recipe so flavorful. To use up the flour you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-tart-with-caramel-sauce-47961"">Apple Tart with Caramel Sauce</a> as a dessert. It is brought to you by BettyCrocker.com. All things considered, we decided this recipe <b>deserves a spoonacular score of 40%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/mashed-potato-and-sausage-casserole-166933"">Mashed Potato and Sausage Casserole</a>, <a href=""https://spoonacular.com/recipes/onion-topped-sausage-n-mashed-potato-casserole-227549"">Onion-Topped Sausage 'n' Mashed Potato Casserole</a>, and <a href=""https://spoonacular.com/recipes/mashed-potato-casserole-414381"">Mashed Potato Casserole</a> for similar recipes.",0,36.0,,
151110,151110,Beef Gulasch,45,30.34,55.96,13.7,,8,https://spoonacular.com/recipeImages/151110-556x370.jpg,http://www.epicurious.com/recipes/food/views/Beef-Gulasch-356793,"Beef Gulasch might be just the main course you are searching for. This recipe makes 8 servings with <b>1005 calories</b>, <b>35g of protein</b>, and <b>88g of fat</b> each. For <b>$4.17 per serving</b>, this recipe <b>covers 25%</b> of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. Head to the store and pick up hungarian paprika, low-salt chicken broth, onions, and a few other things to make it today. To use up the hungarian paprika you could follow this main course with the <a href=""https://spoonacular.com/recipes/rose-levy-beranbaums-chocolate-tomato-cake-with-mystery-ganache-27408"">Rose Levy Beranbaum's Chocolate Tomato Cake with Mystery Ganache</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 59%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/szegediner-gulasch-german-sauerkraut-beef-goulash-for-sundaysupper-682816"">Szegediner Gulasch (German Sauerkraut Beef Goulash) for #SundaySupper</a>, <a href=""https://spoonacular.com/recipes/gulasch-646051"">Gulasch</a>, and <a href=""https://spoonacular.com/recipes/garlicky-beef-wrapped-asparagus-the-perfect-appetizer-for-beef-lovers-531238"">Garlicky Beef Wrapped Asparagus – The Perfect Appetizer for Beef Lovers</a> for similar recipes.",0,68.0,,
